Quote,Author,emotion
"He will make you happy, Fanny; I know he will make you happy; but you will make him everything.",Jane Austen,Joy
"People expected something for nothing, that’s why they did nothing so beautifully these days.",Holly Hood,Joy
"I neither knew nor cared whether my experience was insanity, dreaming, or magic; but was determined to gaze on brilliance and gaiety at any cost.",H.P. Lovecraft,Joy
"Happiness consists in always aspiring perfection, the pause in any level in perfection is the pause of happiness",Leo Tolstoy,Joy
"As contraries are known by contraries, so is the delights of presence best known by the torments of absence.",Alcibiades,Joy
"The more death, the more birth. People are entering, others are exiting. The cry of a baby, the mourning of others. When others cry, the other are laughing and making merry. The world is mingled with sadness, joy, happiness, anger, wealth, poverty, etc.",Michael Bassey Johnson,Joy
"The religionist is a living fossil, embedded in that rock called faith.",Robert G. Ingersoll,Joy
Proverbs 9:10 The fear of the Lord is the beginning of wisdom: and the knowledge of the holy is understanding.,Bible KJV,Fear
"When the door of opportunity of your storehouse opens for you, let faith and hope enter first. When your faith leads the way, you will locate the source of your hidden treasures.",Israelmore Ayivor,Joy
"It would be unjust toward children to introduce them to Christian teaching and existence only as little pagans and catechumens, in order to leave it up to them to choose the Faith on their own responsibility at a point in time difficult to determine.",Hans Urs von Balthasar,Anger
Nothing will unfold for us unless we move toward whatlooks to us like nothing: faith is a cascade.,Alice Fulton,Joy
Everything we do for God will be the overflow of intimacy with God.,Dan Baumann,Joy
"At any given moment, your circumstances can change. You may not be where you want to be right now. You may not even be doing what you prefer to do. But, if you change your way of thinking and realize that you have all the opportunities available to you just like each one of us. You can begin to focus on what you want to achieve and make it happen",Amaka Imani Nkosazana,Joy
"And why are we supposed to be serious about God? Did God show up and crack the whip? “You there, Annie in Ohio, I see you laughing a lot and frankly it really pisses Me off . . . “ (50)",Julia Cameron,Anger
"It's a mean story, Helen fumed. An absentee father who demands that his children put him at the center of their lives and beg for his return. Sister Priscilla didn't think it was mean, apparently. She was so in love with God that she had married him, even though she would not see his face, hear his voice, or feel his embrace for as long as she lived. One of us, Helen, thought is flying blind.",Mark Salzman,Anger
Accept the universeAs the gods gave it to you.If the gods wanted to give you something elseThey’d have done it.If there are other matters and other worldsThere are.,Alberto Caeiro,Joy
"Nothing but prayer can make saints because nothing but God can make saints, and we meet God in prayer. Prayer is the hospital for souls where we meet Doctor God.",Peter Kreeft,Joy
"The only way God can strengthen his presence in our will is to weaken his presence in our feelings. Otherwise we would become spiritual cripples, unable to walk without emotional crutches. This is why he gives us dryness, sufferings, and failures.",Peter Kreeft,Joy
"Tomorrow is promised to no man, though I’m under the impression I have an earthly meeting with God on the day after tomorrow. So that’s nice.",Jarod Kintz,Joy
"We do not work for unity; we work to end and erase disunity. Unity is of God; disunity is of man. In matters of doctrine and practice of conscience, our guide should be this traditional saying: ""In essentials, unity. In nonessentials, liberty. But in all things, love.",Mike Timmis,Joy
"As you gave the ring to one another and have now received it a 2nd time from the hand of the pastor, so love comes from you, but marriage from above, from God. As high as God is above man, so high are the sanctity, the rights, and the promise of love. It is not your love tht sustains the marriage, but from now on, the marriage that sustains your love.",Dietrich Bonhoeffer,Joy
إننا نربط أنفسنا - حين نصلي - بالقوة العظمى التي تهيمن على الكون، ونسألها ضارعين أن تمنحنا قبساً منها نستعين به على معاناة الحياة، بل إن الضراعة وحدها كفيلة بأن تزيد قوتنا ونشاطنا، ولن تجد احداً ضرع إلى الله مرة إلا عادت عليه هذه الضراعة بأحسن النتائج.,Alexis Karel,Anger
"Night always turns to day again as long as the sun shall rise, so shall it be for darkened dreams grown pale from compromise",Tracy L. Conway,Fear
God is writing His story on the pages of our lives.,Rick Anderson,Joy
"Death is more merciful than hope itself! There is nothing surprising in this, for death is divinely appointed, while hope is the creation of human folly. Both end in frustration. Am I destined to lead a life of endless frustration?-(The Beginning and the End)",Naguib Mahfouz,Anger
"You put a new heart in Emma a long time ago, it just wasn’t the kind you were thinking of.” He laughed to himself. “Hope is an amazing thing. I saw it in Emma, saw it with my own eyes.",Charles Martin,Joy
"Hope...which is whispered from Pandora's box only after all the other plagues and sorrows had escaped, is the best and last of all things. Without it, there is only time. And time pushes at our backs like a centrifuge, forcing us outward and away, until it nudges us into oblivion.",Ian Caldwell,Fear
A dried plant is nothing but a sign to plant a new one,Priyansh Shah,Anger
"Are we alone? Over time, you will come up with various answers to that same nagging question. Eventually one day it will occur to you that this endless asking is the answer you have been looking for. The fact that we have an ongoing dialogue with the universe is proof enough that there is ""something""out there.",Veronique Vienne,Joy
"Hope may have a positive reputation, but it has a vicious downside. If you have hope, you can be crushed.",Ann Napolitano,Anger
Would that death were like this. Would that one would sleep and sleep and sleep forever.,Anne Rice,Anger
"...maybe she's a slut because she's lonely, she's sad, she's hoping someone or something will make the lonely and sad go away.It won't, of course. It never does. But nonetheless, there's not a girl who's more hopeful than a slut, more optimistic. She may give in but she doesn't give up. She keeps looking, she keeps hoping, she's always waiting for that someone who will say it: I love you, too.",Diana Joseph,Joy
Hope is a straw hat hanging beside a window covered with frost.,Margaret George,Fear
"There's no guarantee of disaster-free in any world religion,but love, faith and knowledge give men hope and willpower.",Toba Beta,Joy
أستطيع أن أثق دائماً بمدينة ذات جسور، بغضّ النظر عن الألم. ففي المعلّق شيء شبيه بالأمل.,إيتل عدنان,Joy
"Wherever the hope of glory lives, hopelessness passes away.",Nadine C. Keels,Fear
"Hope can be imagined as a domino effect, a chain reaction, each increment making the next increase more feasible... There are moments of fear and doubt that can deflate it.",Jerome Groopman,Fear
"I suppose she's right. It's like a metaphor for life: No one wants an ornery old goat, but we can't resist opening the door ayway. We can't keep from hoping.",Lauren Myracle,Joy
Thus we arrive at the singular conclusion that of all the information passed by our cultural assets it is precisely the elements which might be of the greatest importance to us and which have the task of solving the riddles of the universe and of reconciling us to the sufferings of life -- it is precisely those elements that are the least well authenticated of any.,Sigmund Freud,Joy
"Seit wir den Glauben und damit die Wahrheit verloren haben, liegt zwischen Heuchelei und Ehrlichkeit der letzte Unterschied, der uns bleibt.",Juli Zeh,Anger
"Anti-intellectualism remains strongly entrenched in many parts of the church, but it is grounded in fear, not in faith. (p. 19)",Robin R. Meyers,Fear
"The strong lines of the woman's face bespoke hard-won wisdom and courage, and somehow that made watching her more difficult. If such a woman could be defeated by Elantris, what hope was there for Raoden?",Brandon Sanderson,Joy
"Once I knew the depth where no hope was, and darkness lay on the face of all things... But a little word from the fingers of another fell into my hand that clutched at emptiness, and my heart leaped to the rapture of living.",Helen Keller,Fear
"It takes faith to find personal significance in your relationship with God rather than how much money you earn, how beautiful you look, how many toys you own, how many trophies you collect, or how much territory you conquer and control.",Charles R. Swindoll,Joy
just show a little humility. If you know your weaknesses you will not be enslaved by them.,Fiorella De Maria,Anger
Grace saved my life; it can revolutionize yours.,Jay Bakker,Joy
When you trust your inner guidance and begin moving in the direction of your dreams (aligned with your individual gifts) you will be cloaked in an armor bestowed upon you by your guardian angel.,Charles F. Glassman,Joy
Destroy what you have become and become what you did destroy/,Muhammed Bhikha,Anger
Have faith in your beliefs,Michael Christos Zeis,Joy
Hope is a seed that grows inside us from the moment we are born,J.D. Willd,Joy
"Do we ever have to abandon all hope? Is it not perhaps a good thing that by refusing to give in to the evidence, the dreams that lie half awake in us all may persist?",Théodore Monod,Fear
"That would be the death of anyone - to recognize false hopes with a certainty. One mustn't know that. If it is offered, refuse!",Jesse Ball,Anger
"Yevgeny Yevtushenko: 'You atheist?'""Kingsley Amis: 'Well, yes, but it's more that I hate him.",Kingsley Amis,Anger
The unconditional love of God leads to a life of freedom and transforms each day into a potentially wild adventure.,Randy Elrod,Joy
"Stop counting your losses and start counting your blessings. Only then will you discover that losses are always easier to point out and count than blessings. And that your blessings will always outnumber your losses, for they are truly immeasurable.",Suzy Kassem,Joy
"Regardless of your chosen faith, at the end of your life's journey, your heart will be measured in two ways. One, the weight of your conscience must far outweigh the weight of a feather. Two, any impurities in your heart must weigh no more than one feather.",Suzy Kassem,Joy
Pain anguish and suffering in human life are always in proportion to the strength with which a man is endowed. We will not pretend to say that Heaven always apportions to a man's capability of endurance the anguish with which he afflicts him...Suffering is in proportion to the strength which has been accorded in other words the weak suffer more where the trial is the same than the strong.,Alexandre Dumas,Joy
We believe that faith is the cure that heals all troubles.,Paul Torday,Joy
She fixed a smile that she hoped looked authentic. Pretending to be content continued to be hard work.,Stacy Hawkins Adams,Joy
Doing what is right to GOD gives you peace not regret,Rudzani Ralph,Joy
When has faith ever been about feelings?,Camy Tang,Joy
What is the basic difference between saying 'I know that God exists' and saying 'I know that love exists'?,Metropolitan Anthony (Bloom) of Sourozh,Joy
"Are you aware of who you really are in relationship to the very God who created the Universe, who scattered the stars and aligned the planets? Only to those who remember and realize that they are literally spirit children of a God who knows and loves them, can the fire of refinement be welcome. Otherwise, pain and adversity are just that, pain and adversity. Fire doesn’t purify; it only burns.",Toni Sorenson,Joy
God's plan for your life is happening right now. It doesn't begin when you get married or when you get your dream job or when everything feels perfect. You are IN the plan. - TLC's friend Kris (p.159),Tara Leigh Cobble,Joy
There are no atheists in the foxhole.,Ernie Pyle,Joy
"You can choose to say, ""Good Morning God""or ""Good God, morning!",Timothy Parker,Joy
"I have a hundred times heard him say, that all ages and nations have represented their gods as wicked, in a constantly increasing progression; that mankind have gone on adding trait after trait till they reached the most perfect conception of wickedness which the human mind could devise, and have called this God, and prostrated themselves before it.",John Stuart Mill,Anger
"I fled Him down the nights and down the daysI fled Him down the arches of the yearsI fled Him down the labyrinthine waysOf my own mind, and in the midst of tearsI hid from him, and under running laughter.",Francis G. Thompson,Anger
"The music of hope is everywhere, but to hear it, you need to ignore the muddy jangle of life's hassles.",Christine M. Knight,Joy
"The conflicting missions of the two armies seemed to have no fog, no gray, only black-and-white clarity. I had lived my life in terms of compromise, rule-bending, trade-offs, concessions, bargaining, striking deals, finding middle ground. In these two great armies, there was no such thing. Good was good, and evil was evil, and they shared no common ground.",Randy Alcorn,Joy
"I said, ""Where's all that delivering God's supposed to do?""He snorted. ""You're right, the only deliverance is the one we get for ourselves. The Lord doesn't have any hands and feet but ours.""""That doesn't say much for the Lord.""""It doesn't say much for us, either.",Sue Monk Kidd,Joy
Nothing will get you into trouble so deep or as sad as faith.,Rick Bass,Fear
"sometime life is full of joy,and sometime life is full of pain and tears but we have to defeat it",Meena Khan,Joy
"It would still be a long way until she was completely free, but the door had been cracked open and a smidgen of hope broke through the darkness.",J.E.B. Spredemann,Joy
"Real faith comes when you facing a problem you can't help, you can't change, and you can't work it out",Cynthia A. Patterson,Joy
Each of us has an inner dream that we can unfold if we will just have the courage to admit what it is. And the faith to trust our own admission. The admitting is often very difficult.,Julia Cameron,Joy
"All one can really leave one's children is what's inside their heads. Education, in other words, and not earthly possessions, is the ultimate legacy, the only thing that cannot be taken away.",Wernher von Braun,Joy
When all is said and done all anyone has left is their integrity at their core... Don't give that away too.,Solange nicole,Joy
"Le souvenir n'est qu'un regard posé de temps en temps sur des êtres devenus intérieurs,mais qui ne dépendent pas de la mémoire pour continuer d'exister.",Marguerite Yourcenar,Joy
"If all the people who were called ""crazy""started acting ""normal"", we'd probably still be living in caves.",Joana James,Fear
Anybody can make the simple complecated. Creativity is making the complecated simple.,Charles Mingus,Joy
"Tongues in trees, books in running brooks, sermons in stones, and good in everything.",William Shakespeare,Joy
It's common platitude that knowledge is neutral but every now and then it would be useful if it was on your side and not theirs.,John Brunner,Joy
"Receiving is good but giving is much better. Nevertheless, sharing is the best.",Shahrizad Shafian,Joy
"Be in the World, Not of the World—Kind of like Lucky Charms cereal: there are lots of pretty marshmallows in with the cereal, but they’re not the same. So live with the cereal, but remember: you’re a pretty marshmallow.",Laura Jensen Walker,Joy
"Knowledge, like money and muck (manure), serves us best when spread evenly.",Stuart Aken,Joy
"It is not courage that makes us speak the truth, but it is a hunger for truth that makes us courageous",Agona Apell,Joy
"Continued observations in clinical psychological practice lead almost inevitably to the conclusion that deeper and more fundamental than sexuality, deeper than the craving for social power, deeper even than the desire for possessions, there is a still more generalized and universal craving in the human make-up. It is the craving for knowledge of the right direction - for orientation.",William Sheldon,Joy
"Of course, being brave does not mean running towards danger.",Janaki Sooriyarachchi,Joy
"Edine meje v tvojem življenju so tiste, ki si jih postaviš sam.",Robin S. Sharma,Anger
"We are all small-minded people, creeping about the earth grubbing for our own advantage and making the very mistakes for which we want to humiliate our neighbors.",Helen Simonson,Anger
"Knowledge is of two kinds. We know a subject ourselves, or we know where we can find information upon it. When we enquire into any subject, the first thing we have to do is to know what books have treated of it. This leads us to look at catalogues, and at the backs of books in libraries.",Samuel Johnson,Fear
"Although the pure truth has never been stated, nevertheless it has never been lost. Its existence does not depend upon human statement but upon human sensitivity. In this it is unlike all other knowledge.",Paul Brunton,Joy
"Success always hugs you in private,but failure slaps you in the public...",sahil banga,Joy
"The good is the Enemy of the best. Until you depart from the good, you cannot enter God's best for your life.",Pedro Okoro,Joy
"Thought I wanted overnight success, until I achieved it through hard work and the refusal to back down! What you earn, you keep.",A.M. Hudson,Joy
Stop thinking of yourself as a victim. You were a target that is now no longer being hit.,Thomas Sheridan,Anger
"Oh, I have a habit of letting myself be lectured on the things I know best. I like to see if they are understood in the same way I understand; for there are many ways of knowing the same thing",Alfred de Vigny,Joy
The two toughest lessons to learn In life are “LET GO” & “LETs GO..!,Sujit Lalwani,Joy
Wilderness gave us knowledge. Wilderness made us human. We came from here. Perhaps that is why so many of us feel a strong bond to this land called Serengeti; it is the land of our youth.,Boyd Norton,Joy
I don't know much more than I did when I was alive. Most of the stuff I know now that I didn't know then I can't put into words.,Neil Gaiman,Joy
"Choose joyful abundance in your heart and be unbounded, free, and relaxed. Be relentless with your choice and you’ll make your mark.",Amy Leigh Mercree,Joy
"Stress the right of the individual to select only what he desires to know, to use any knowledge as he wishes, that he himself owns what he has learned.",L. Ron Hubbard,Joy
"Its a bit mad. Too bad, I mean, that getting to know each just for a fleeting second Must be replaced by unperfect knowledge of the featureless wholeLike some pocket history of the world, so generalAs to constitute a sob or wail",John Ashbery,Anger
"...knowledge imprisons you. You cannot escape it. What you know you cannot unknow. That's why knowledge is dangerous. Learning will redefine your world, irreversibly.",Noam Shpancer,Anger
"No civilization, including Plato's, has ever been destroyed because its citizens learned too much.",Robert McKee,Joy
Wisdom is knowledge plus courage. You not only have to know what to do and when—but you have to be brave enough to actually act on it.,Jarod Kintz,Joy
"Science says the first word on everything, and the last word on nothing.",Victor Hugo,Anger
Everyone knew as much as they needed to know to be happy.,Ian McEwan,Joy
"You know that I know you know, but I want you to know that I know you know I know you know I know. It’s important for you to know that, you know?",Jarod Kintz,Joy
The whole of the world could be deduced from the smallest grain of sand if one studied it closely enough.,Christopher Paolini,Fear
"A thousand years ago, everybody knew the Earth was the center of the universe. Five hundred years ago, they knew the Earth was flat. Fifteen minutes ago, you knew we humans were alone on it. Imagine what you'll know tomorrow.",Tommy Lee Jones,Fear
No hay caminos para la paz; la paz es el camino.,Mahatma Gandhi,Anger
"love yourself,.,.,.,for the sake of  your better future",John Grisham,Joy
Feed your self-esteem; not your ego!,Deborah Brodie,Anger
"When you make the dream of your heart a treasure of heaven, it holds an eternal value.",Deborah Brodie,Joy
When we embrace who we are the world embraces us right back.,Amy Leigh Mercree,Joy
"वसुधा का नेता कौन हुआ?भूखंड-विजेता कौन हुआ?अतुलित यश-क्रेता कौन हुआ?नव-धर्म-प्रणेता कौन हुआ?जिसने न कभी आराम किया,विघ्नों में रहकर नाम किया",Ramdhari Singh 'Dinkar',Joy
"Treat yourself today! You are a unique, sparkling, spectacular soul. Celebrate you!",Amy Leigh Mercree,Joy
Kindness and caring are ambrosia for the soul.,Amy Leigh Mercree,Joy
"Lie beside me, oh my beloved! For thy thorns are more pleasurable than the petals of the world.Hold me in thy arms of hope, for the truth of separation can rest tonight.",Faraaz Kazi,Joy
"We should never present flesh as somehow morally distinguishable from dairy. To the extent it is morally wrong to eat flesh, it is as morally wrong — and possibly more morally wrong — to consume dairy",Gary L. Francione,Joy
"We all have something redeemable in us, no matter how small.""- Laura Armstrong, A Human Element",Donna Galanti,Joy
Dream big and never give up on those dreams. Who knows where they'll take you?,Amy McGuire,Fear
"Harus menjadi pemberani pada hidup yang dipilih, harus menjadi pejuang pada hidup yang di luar pilihan.",Ophan Bunjos,Anger
To be too knowing is a downfall.,Laura Linney,Joy
"Why covet a knowledge of new facts? Day and night, house and garden, a few books, a few actions, serve us as well as would all trades and all spectacles. We are far from having exhausted the significance of the few symbols we use. We can come to use them yet with a terrible simplicity.",Ralph Waldo Emerson,Joy
"I found a beautiful lane called ""I know nothing"". it leads it way ; all you got to do is walk in it.",Gopichand Lagadapati,Joy
"We're never called on to do what hurts. We just do what hurts out of ignorance and habit. Once we see what we're doing, we can stop.",Steve Hagen,Joy
"Quotes ain’t all that useful. Fact is, there’s more concise ways to express what you’re feelin’, like screams and moans.",M.C. Humphreys,Joy
"Extend your ""best before""date by living a youthful life.",Lorii Myers,Joy
"God doesn't like it when we ask Him for the smallest things, dare to make your dream so big that He can conveniently fit into it and make your dream come true.",Jaachynma N.E. Agu,Joy
Think it. Write it. Sell it.,Dee J. Adams,Anger
"In the height of the gusts, in my high position, where the seas did not break, I found myself compelled to cling tightly to the rail to escape being blown away. My face was stung to severe pain by the high-driving spindrift, and I had a feeling that the wind was blowing the cobwebs out of my sleep-starved brain.",Jack London,Fear
Dissatisfaction can be a source of inspiration if you learn to control it.,Tadahiko Nagao,Joy
Moving forward implies MOTION when in all actuality it may be simply standing STILL and seeing the salvation of the Lord.,John Paul Warren,Joy
"Each day begins a new journey of life, for if we awake, there is a reason.",Bethanie Armstrong,Joy
"The satisfactions/of agreement are/immediate as sugar--/a melting of the/granular, a syrup/that lingers, shared/not singular./Many prefer it.",Kay Ryan,Joy
"It's how we see the world that keeps the darkness beyond at bay. Keeps it from pouring through and devouring us. I think all of us might know that, way down deep.",Stephen King,Fear
People need not fear the unknown if they have a capable of achieving what they need and what,Paulo Coelho,Fear
"Memoria selectiva para recordar lo bueno, prudencia logica para no arruinar el presente y optimismo desafiante para encarar al futuro.",Jean Shinoda Bolen,Joy
Everybody trusts a guy in a raincoat. I don't know why. It's just one of those mystery facts.,Stephen King,Fear
"Choices makes us, choices made at mire proves a person to be righteous or evil. It depends on us to be vanquished or to stand indomitable to a predicament.",Prakash Guru,Joy
"It's your living room, it's your life, go nuts. You like Home Improvement? Tape it and go over it like it's the Zapruder film.",Dennis Miller,Anger
"The poet is much more the one who inspires,than the one who is inspired.",Paul Éluard,Joy
"Knowledge does not come to us by details, but in flashes of light from heaven.",Henry David Thoreau,Joy
Mëso të mos e shkatërrosh me fjalë atë çfarë ke ndërtuar me heshtje.,Charles Bukowski,Anger
"Everyday of your life is a another lesson. If you learn the lesson well and apply it; whether positive or negative, you determine what happens in your tomorrow.",David Kofi Awusi,Joy
"The urge to create a fictional narrative is a mysterious one, and when an idea comes, the writer's sense of what a story wants to be is only vaguely visible through the penumbra of inspiration.",Adam Johnson,Fear
The excitement of dreams coming true is beyond the description of words.,Lailah Gifty Akita,Joy
"When gangs took over the [abandoned public land in Philadelphia] and the neighborhood took a turn for the worse, horses became a way of saving lives. By getting boys interested in raising a horse rather than killing another human being, these cowboys gave the youth something positive: father figures, focus, and the ability to stand tall.",G. Neri,Joy
"If you like fantasy and you want to be the next Tolkien, don’t read big Tolkienesque fantasies — Tolkien didn’t read big Tolkienesque fantasies, he read books on Finnish philology. Go and read outside of your comfort zone, go and learn stuff.",Neil Gaiman,Joy
The ultimate source of comfort and peace is within ourselves.,Dalai Lama XIV,Joy
"My toes are going to come,""-MariannThe Night Owl",Emma Holly,Fear
"Today is not just another ordinary day. It is an opportunity to do, or say, something that just might inspire someone to greater becoming...especially a wayward youth.",T.F. Hodge,Joy
"By necessity, by proclivity, and by delight, we all quote.",Ralph Waldo Emerson,Joy
Inspirational quotes are dances of light that shine in dark places during your life.,Shannon L. Alder,Joy
"You may have the dark and cold street life, ruled by the lessor light of the moon. During this time I restore my temple, and later awake to greet the awesome radiance of the sun-star.",T.F. Hodge,Joy
"Life, for the living, is a gift of opportunity; an exercise of the will to choose.",T.F. Hodge,Joy
"I was feeling rational and restless, which is horrible for watching movies",Sinclair Lewis,Joy
Your thoughts make what happen in your life~You can turn anything negative into the positive~What you visualize can come true and you attract it to yourself,Pattimari Sheets-Diamond,Joy
"For an apple you can’t reach up and pick, you have to climb that tree; the tree won’t bend down for you!",Mehmet Murat ildan,Fear
"It is more substantial to represent a purpose, rather than just a title.",T.F. Hodge,Joy
"It's an enormous wall that's built between you and your dreams. And if every day, you just chip away... It may take ten years, but eventually you just might see some light.",Edward Burns,Joy
How would your life be different if...you had a plan of action towards your goals? Let today be the day...You stop allowing your days to be stolen by busy nothingness and take calculated steps towards your goals.,Steve Maraboli,Joy
"As an Odd-Fish, it is not my job to be right,' said Sir Oort. 'It is my job to be wrong in new and exciting ways.",James Kennedy,Joy
"Be aware that how you feel has a direct impact on your thinking process. When we set standards for ourselves they seem objective, but standards and goal-setting are totally subjective and personal.""From The Biology of Success.",Robert Arnot,Joy
"I am sure now that life is not what it is purported to be and that nature, in the canny words of the Scotch theologue, 'is not as natural as it looks.",Loren Eiseley,Joy
I also did some jail time a few years ago. Spent a whole summer in jail reading books. I pumped a ton of new knowledge and new thinking into myself.,Tommy Lee,Anger
Creativity becomes more visible when adults try to be more attentive to the cognitive processes of children than to the results they achieve in various fields of doing and understanding.,Loris Malaguzzi,Joy
"Body and spirit, I surrendered whole, To harsh Instructors- and received a soul.",Rudyard Kipling,Anger
"So what indeed! The lesson I myself learned over and over again when teaching at the college and then the prison was the uselessness of information to most people, except as entertainment. If facts weren't funny or scary, or couldn't make you rich, the heck with them.",Kurt Vonnegut,Anger
Don`t allow ignorance to further enslave your destiny.,Jaachynma N.E. Agu,Joy
[T]he great end of education . . . is to persuade and to inspire the sincere love of virtue.,George Turnbull,Joy
"Education is everywhere, prompting one to think, to consider, to remember.",Louis L'Amour,Joy
Men die in battle; women die in childbirth.,Philippa Gregory,Fear
"Each of us must pay for the slightest damage he inflicts upon a universe created for indifference and stagnation, sooner or later, he will regret not having left it intact.",Emil Cioran,Joy
You can be in your room and lead people. Just develop your potentials and publicize them and you will see people looking for your product. That is influence; self-made leaders do not look for followers. Followers look for them.,Israelmore Ayivor,Joy
Admission of ignorance is often the first step in our education,Stephen R. Covey,Joy
"Success is not to discover what others like, it is to acquire and practise the skills that help one gain their love.",محمد عبد الرحمن العريفي,Joy
"And for all those years, we never talked about the disaster at the recital or my terrible accusations afterward at the piano bench. All that remained unchecked, like a betrayal that was now unbreakable. So I never found a way to ask her why she had hoped something so large that failure was inevitable. And even worse, I never asked her what frightened me the most: Why had she given up hope?",Amy Tan,Fear
"If you won’t trust yourself, nobody else will.",Anamika Mishra,Joy
"Credentials are like potential energy, the compliments of a name on paper, in documents, word of mouth, but faith is like kinetic energy, the motion and the force that which is witnessed. Hence in the end it is the faith rather than the credentials that really takes you places.",Criss Jami,Joy
"If your failure is not a lesson, it's indeed a failure.",Ogwo David Emenike,Anger
"They had studied law, information technology and art history as part of their beauty treatment, they had let Norwegian taxpayers finance years at university just so that they could end up as overqualified, stay-at-home playthings and sit here exchanging confidences about how to keep their sugar daddies suitably happy, suitably jealous and suitably on their toes.",Jo Nesbø,Anger
"A university training is the great ordinary means to a great but ordinary end; it aims at raising the intellectual tone of society…It is the education which gives a man a clear conscious view of his own opinions and judgments, a truth in developing them, an eloquence in expressing them and a force in urging them.",John Henry Newman,Joy
"Improving intelligence is possible, but it is more likely to occur if children are given the right experiences at the right ages.",Dennis Garlick,Joy
"I want students to engage the way a clutch on a car gets engaged: an engine can be running, making appropriate noises, burning fuel and creating exhaust fumes, but unless the clutch is engaged, nothing moves. It's all sound and smoke, and nobody gets anywhere.",Robert L. Fried,Fear
"It was as if the main screw in his head, which held his whole life together, had become stripped. The screw would not go in, would not come out, but turned in the same groove without catching hold, and it was impossible to stop turning it.",Leo Tolstoy,Fear
Death is not in the nature of things; it is the nature of things. But what dies is the form. The matter is immortal.,John Fowles,Joy
A soul gives power to the mind; and the mind empowers the soul,Jeremy Aldana,Joy
The goal of retirement is to live off your assets-not on them,Frank Eberhart,Joy
"I am learning, and I believe I shall do quite well.",Shannon Drake,Joy
"So cheer up Beloved; for your God is able, He is the maker of all things.",Jaachynma N.E. Agu,Joy
You can actually recreate your world with the Word of the Creator in your mouth.,Jaachynma N.E. Agu,Joy
"When you are soul-centered, you can focus your attention where and when you want to, easily, without distraction. You know to look for what you want to see and experience. You know that what you seek you shall find, and what you focus on in life will be more prominent in your awareness. You know your awareness is powerful and creative.""~ Sarah McLean",Sarah McLean,Joy
"There might have been prettier women in the room but, when she turned those babies on, fluttered her eyelashes, I was hers. It had taken me nearly fifteen years to extinguish their light. Now, when she looks at me, it's a vacuum. I had drained so much from her over the course of our marriage that every glance rips a little bit of my soul away to fill the void I had whittled within her.",Thomm Quackenbush,Anger
"WE ALMOST NEVER think of the present, and when we do, it is only to see what light it throws on our plans for the future.",Antonio R. Damasio,Joy
I am very confident. I look confident. I act confident. I speak in a confident way...,Milton H. Erickson,Joy
"A leader should always be open to criticism, not silencing dissent. Any leader who does not tolerate criticism from the public is afraid of their dirty hands to be revealed under heavy light. And such a leader is dangerous, because they only feel secure in the darkness. Only a leader who is free from corruption welcomes scrutiny; for scrutiny allows a good leader to be an even greater leader.",Suzy Kassem,Anger
"There are, and always have been, destructive pseudo-scientific notions linked to race and religion; these are the most widespread and damaging. Hopefully, educated people can succeed in shedding light into these areas of prejudice and ignorance, for as Voltaire once said: 'Men will commit atrocities as long as they believe absurdities.",Martin Gardner,Anger
"If it is believed that these elementary schools will be better managed by the governor and council or any other general authority of the government, than by the parents within each ward, it is a belief against all experience.",Thomas Jefferson,Joy
"L'éducation est un processus culturel (...) par lequel chaque nouvel individu est transformé en membre à part entière d'une société humaine particulière, partageant avec les autres membres une culture particulière.",Margaret Mead,Joy
i immersemyselfin youlikei immerse myselfinto a beautiful story.,Sanober Khan,Joy
When you cultivate a godly thought life your soul will shine and you will exhibit the presence of the Lord in you.,Elizabeth George,Joy
Totally present in this moment for you.,Truth Devour,Joy
"In England, coffeehouses were dubbed penny-universities, because for the admission price of one cent, a person could sit and be edified all day long by scholars, merchants, travelers, community leaders, gossips, and poets.",Leah Hager Cohen,Joy
The purpose of education is to save young people from the paralyzing effects of wealth and poverty. (more or less verbatim quote),Kurt Hahn,Joy
"Prepare to evacuate soul in five, in four, three, two, one.",Chuck Palahniuk,Joy
"Gnostic tales tell of the homesickness of the soul, its yearning for its own milieu…",Thomas Moore,Fear
Success is getting what you want. Happiness is wanting what you get.[Eddie Scissons],W.P. Kinsella,Joy
Success is counted sweetest by those ne'er succeed.,Emily Dickinson,Joy
"Success, if I simply gave it to you, you wouldn’t have the pleasure of taking it.",Jarod Kintz,Joy
"...even though I was getting better education at home than any of the kids in Toyah, I'd need to go to finishing school when I was thirteen, both to acquire social graces and to earn a diploma. Because in this world, Dad said, it's not enough to have a fine education. You need a piece of paper to prove you go it.",Jeannette Walls,Joy
life is a continous journey of transformation,Sukant Ratnakar,Joy
"Whoever is under a man's power is under his protection, too.",David J. Schwartz,Anger
"So here I am with this double life, one where my grammatically incorrect writing is a nice success with tens of thousands of readers, and another one where my carefully written books are read by a dozen people.",Christian A. Dumais,Joy
"Perhaps you are just close to what you have been waiting for all along and ideas start formulating in your mind and advising you to ""give up"". Tell them ""not me"".",Israelmore Ayivor,Fear
Powerful words harmonize heart and mind as if a symphony.,Toba Beta,Joy
"The library is full of stories of supposed triumphs which makes me very suspicious of it. It's misleading for people to read about great successes, since even for middle-class and upper-class white people, in my experience, failure is the norm",Kurt Vonnegut,Fear
